CPU,Display,Graphics,Name,Price,Ram,Storage,URL
i5 - 8250U,"14"" Full HD",Intel UHD 620,Laptop Cũ HP Probook 440 G5 - Intel Core i5 8250U | 14 inch Full HD,7.990.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-hp-probook-440-g5-intel-core-i5-8250u-14-inch-full-hd.html
i5 - 8250U,13.3'' Full HD,Intel HD 620,Laptop Cũ Dell Latitude 7390 - Intel Core i5,7.990.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7390-intel-core-i5.html
i7-8565U,"14"" Full HD",Card rời MX130,Laptop Cũ Dell Latitude 3400 - Intel Core i7,9.490.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-3400-intel-core-i7.html
i7 - 8750H,"15.6"" Full HD",Nvidia P600,Laptop Cũ Dell Precision 3530 - Intel Core i7,12.990.000 đ,16GB DDR4,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-3530-intel-core-i7/p6069.html
i5 - 4200U,14 Inch HD,Intel HD 4400,Laptop cũ Lenovo Thinkpad T440 - Intel Core i5,Liên Hệ,4GB DDR3L,SSD 120GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t440-intel-core-i5.html
i5 - 7200U,"14"" HD | Full HD",Intel HD Graphics,Laptop cũ Dell Latitude 7480 - Intel Core i5,6.890.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e7480-intel-core-i5.html
"
i5-1135G7
","14"" Full HD","
Intel Iris Xe Graphics
",Laptop Cũ Dell Latitude 5420 - Intel Core i5-1135G7 | 14 inch Full HD,12.490.000 đ,8GB DDR4,SSD 256GB NVMe,https://laptop88.vn/laptop-cu-dell-latitude-5420-intel-core-i5-1145g7-14-inch-full-hd.html
i7 - 4800MQ,15.6'' Full HD,AMD HD 8790M,Laptop cũ Dell Latitude E6540  - Intel Core i7,6.990.000 đ,8GB DDR3L,SSD 256GB,https://laptop88.vn/dell-latitude-e6540.html
i7 - 4800MQ,"15.6"" Full HD | 4K",Quadro K1100M,Laptop Cũ Dell Precision M4800 - Intel Core i7 MQ,7.990.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-m4800-core-i7-4800mq-ram-8gb-ssd-256gb-vga-2gb-nvidia-quadro-k1100m-156-inch-fullhd-bh-1-nam.html
i5 - 10310U,14 Inch Full HD,UHD Graphics 620,Laptop Cũ Dell Latitude 5410 - Intel Core i5 | 14 inch Full HD,10.690.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5410-intel-core-i5-14-inch-full-hd.html
i7 - 6820HQ,15.6'' Full HD,Quadro M1200,Laptop Cũ Dell Precision 7520 - Intel Core i7,10.190.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-workstation-cu-dell-precision-7520-intel-core-i7.html
i5 - 6300U,"13.3"" Full HD",Intel HD Graphics,Laptop Cũ HP Spectre Pro X360 G2 - Intel Core i5,8.690.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-hp-spectre-pro-x360-g2-intel-core-i5.html
i5 - 6200U,14 Inch Full HD,Intel HD 520,Laptop Dell Latitude E7470 - Intel Core i5,6.090.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-dell-latitude-e7470-intel-core-i5.html
i5 - 6200U,12.5 Inch HD,Intel HD 520,Laptop cũ Dell Latitude E7270 - Intel Core i5,4.790.000 đ,8GB ,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e7270-core-i5-6300u-ram-8gb-ssd-250gb-hd-graphics-520-fhd-keyboard-led-125-inch-bao-hanh-1-nam.html
R5 -4500U,"14"" Full HD",AMD Radeon Graphics,Laptop Cũ HP Probook 445 G7 - AMD Ryzen 5 | 14 inch Full HD,10.490.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-hp-probook-445g7-amd-ryzen-5.html
i7 - 8850H,"15.6"" Full HD",Quadro P1000,Laptop Cũ Dell Precision 5530 - Intel Core i7 / Xeon,16.990.000 đ,16GB DDR4,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-5530-intel-core-i7.html
i5 - 6200U,14 Inch Full HD,Intel HD Graphics,Laptop Cũ Dell Latitude E5480 - Intel Core i5,6.090.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-5480-intel-core-i5.html
i7 - 8560U,13.3 Full HD,Intel HD 620,Laptop Cũ Dell Latitude 7390 - Intel Core i7,9.290.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7390-intel-core-i7/p4932.html
i5 - 8265U,"13.3"" Full HD",Intel UHD Graphics,Laptop Cũ Dell XPS 13 9380 - Intel Core i5,13.990.000 đ,8/16GB ,SSD 256GB,https://laptop88.vn/laptop-cu-dell-xps-13-9380-intel-core-i5.html
i5 - 4200M,"15.6"" HD / Full HD",AMD M5100,Laptop cũ Dell Precision M4800 - Intel Core i5-4200M | AMD M5100,5.990.000 đ,8GB DDR3,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-m4800-intel-core-i5.html
i5 - 8265U,14'' Full HD,Intel UHD Graphics,Laptop Cũ HP Notebook 14s-cr1006tu - Intel Core i5,8.390.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-hp-notebook-14s-cr1006tu-intel-core-i5.html
i5 - 6200U,"14"" Full HD",Intel HD 520,Laptop cũ HP Elitebook 840 G3 - Intel Core i5 ,5.990.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-hp-elitebook-840-g3-core-i5.html
AMD A10,"14"" HD","
AMD Radeon Vega
",Laptop Cũ HP Probook 645 G3 - AMD A10,3.990.000 đ,8GB DDR4,SSD 128GB,https://laptop88.vn/laptop-cu-hp-probook-645-g3-amd-a10.html
i7 - 4800MQ,17.3'' Full HD,Quadro K3100M,Laptop Cũ Dell Precision M6800 Intel Core i7 MQ,10.990.000 đ,16GB DDR3L,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-m6800-core-i7.html
i5 - 8350U,"14"" Full HD",Intel UHD 620,Laptop Cũ HP Elitebook 840 G5 - Intel Core i5,8.690.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-840-g5-intel-core-i5.html
i5 - 4200U,14 Inch HD,Intel HD 4400,Laptop Cũ Dell Latitude E5440 - Intel Core i5,Liên Hệ,4GB DDR3,SSD 120GB,https://laptop88.vn/laptop-dell-latitude-e5440-cu.html
Intel Core i5-1230U,13.4 Inch Full HD+,Intel Iris xe Graphics,"[New Outlet] Dell XPS 13 9315 - i5-1230U | 13.4"" Full HD+",19.990.000 đ,8GB LPDDR5,SSD 512GB,https://laptop88.vn/laptop-cu-dell-xps-9300-intel-core-i5.html
i5 - 6200U,15.6 Inch Full HD,Intel HD 620,Laptop Cũ Dell Latitude E5580 - Intel Core i5,6.990.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-5580-intel-core-i5/p4570.html
i7 - 7600U,"
14 Inch Full HD
",Intel HD 520,Laptop cũ Dell Latitude 7480 - Intel Core i7,8.490.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e7480-intel-core-i7.html
i7 - 1260P,13.3 Inch Full HD+,Intel Xe Graphics,[New Outlet] Dell XPS Plus 9320 - Intel Core i7-1260P | RAM 16GB | 13.3 Inch Full HD+ ,28.190.000 đ,16GB DDR5,SSD 512GB,https://laptop88.vn/laptop-dell-xps-plus-9320-intel-core-i7-1260p-ram-16gb-13.3-inch-3.5k-100-dci-p3.html
i7 - 8560U,"13.3"" Full HD",Intel UHD Graphics,Laptop Cũ Dell Dell XPS 13 9380 - Intel Core i7,Liên Hệ,16GB Onmain,SSD 256GB,https://laptop88.vn/laptop-cu-dell-dell-xps-13-9380-intel-core-i7.html
i7 - 6820HQ,15.6'' Full HD,Quadro M1000M,Laptop Workstation Cũ HP Zbook 15 G3 - Intel Core i7 / Xeon,Liên Hệ,16GB DDR4,SSD 480GB,https://laptop88.vn/laptop-workstation-cu-hp-zbook-15-g3-intel-core-i7.html
i5-10310U,Trắng bạc,"15.6"" Full HD",Laptop Cũ HP Probook 650 G7 - Intel Core i5,Liên Hệ,8GB DDR4,Intel UHD Graphics,https://laptop88.vn/laptop-cu-hp-probook-650-g7-intel-core-i5.html
i5 - 8250U,14 Inch Full HD,Intel UHD 620,Laptop Cũ Dell Latitude 7490 - Intel Core i5,7.990.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7490-intel-core-i5.html
i5 - 8250U,"14"" Full HD",Intel HD 620,Laptop Cũ Dell Latitude 5490 - Intel Core i5,6.790.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-5490-intel-core-i5.html
i7 - 6820HQ,"15.6"" Full HD | 4K",Quadro M1000,Laptop Cũ Dell Precision 7510 - Intel Core i7 / Xeon,9.990.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-7510-intel-core-i7.html
"
i7 - 8750H | 8850H
","15.6"" Full HD",Quadro P1000,Laptop Cũ Lenovo Thinkpad P52 - Intel Core i7 | Quadro P1000 | 15.6 Inch Full HD,Liên Hệ,16GB DDR4,SSD 512GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-p52-intel-core-i7-8850h-quadro-p1000-15.6-inch-full-hd.html
i5 - 8265U,"14"" Full HD",Intel UHD 620,Laptop Cũ Dell Latitude 7400 - Intel Core i5,8.990.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7400-intel-core-i5/p6081.html
i5 - 8250U,14 Inch HD,Intel HD 620,Laptop Cũ Dell Latitude 5400 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-5400-intel-core-i5.html
i5 - 6300HQ,15.6'' Full HD,Nvidia GTX 960M,Laptop Gaming cũ Dell Inspiron 7559 - Intel Core i5,9.790.000 đ,8GB DDR3,SSD 240GB,https://laptop88.vn/laptop-gaming-dell-7559-cu-core-i5-6300hq-ram-8gb-hdd-500gb-nvidia-geforce-gtx-960m-full-hd-15.6-inch.html
i5 - 6300U,"14"" Full HD",Intel HD 620,Laptop Cũ Lenovo Thinkpad T470s - Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t470s-intel-core-i5.html
"
Core i7 10750H
",15.6 inch Full HD+,"
Nvidia Quadro T1000
",Laptop Cũ Dell Precision 5550 - Intel Core i7-10750H | T1000 | 32GB | 15 inch Full HD+,25.990.000 đ,32GB DDR4,SSD 1TB NVMe,https://laptop88.vn/laptop-cu-dell-precision-5550-intel-core-i7.html
i3-6010U,14 Inch HD,Intel HD 520,Laptop Cũ Dell Latitude 3490 - Intel Core i3,4.990.000 đ,4GB DDR4,SSD 128GB,https://laptop88.vn/laptop-cu-dell-latitude-3490-intel-core-i3.html
i5 - 8250U,"14"" Full HD",Intel UHD Graphics,Laptop Cũ Lenovo Thinkpad T490s - Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t490s-intel-core-i5.html
i7 - 8650U,15.6 Inch FHD,MX 130,Laptop Cũ Dell Latitude 3500 - Intel Core i7,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-3500-intel-core-i7.html
i7 - 8650U,12.5 Inch HD,Intel HD Graphics,Laptop Cũ Dell Latitude 5290 - Intel Core i7,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5290-2-in-1-intel-core-i7.html
i7 - 10750H,"14"" Full HD, IPS",Nvidia GTX 1650,Laptop Cũ Acer ConceptD 3 Ezel - Intel Core i7,Liên Hệ,16GB DDR4,SSD 512GB,https://laptop88.vn/laptop-cu-acer-conceptd-3-ezel-intel-core-i7.html
,,,Laptop Cũ Dell Latitude E7440 - Intel Core i3,3.690.000 đ,,,https://laptop88.vn/laptop-cu-dell-latitude-e7440-intel-core-i3.html
i5 - 1.7Ghz,13.3 Inch HD+,Intel HD 600,Macbook Air 2017 13 inch cũ (i5 1.8Ghz/RAM 8GB/SSD 128GB),Liên Hệ,8GB DDR3L,SSD 128GB,https://laptop88.vn/macbook-air-2017-13-inch-cu-i5-1.8ghz-ram-8gb-ssd-128gb.html
i5 - 6200U,14 Inch HD,Intel HD Graphics,Laptop Cũ Lenovo Thinkpad L460 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-l460-intel-core-i5.html
i5 - 10210U,14'' Full HD,Intel UHD Graphics,Laptop Cũ HP Notebook 14s cr2005tu - Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-hp-notebook-14s-cr2005tu-intel-core-i5.html
i5 - 6640HQ,"14"" Full HD",Intel UHD Graphics,Laptop cũ Lenovo Thinkpad T460p - Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t460p-intel-core-i5.html
i9 - 8950HK,"15.6"" Full HD",Quadro P2000M,Laptop Cũ Dell Precision 5530 - Intel Core i9,Liên Hệ,16GB DDR4,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-5530-intel-core-i9.html
i5 - 8365U,"14"" Full HD",Intel HD Graphics,Laptop Cũ HP EliteBook 840 G6 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-hp-elitebook-840-g6-intel-core-i5.html
i5 - 7200U,14'' Full HD,Intel HD 520,Laptop Cũ Lenovo Thinkpad X1 Carbon Gen 5 - Intel Core i5,Liên Hệ,8GB LPDDR3,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x1-carbon-gen-5-intel-core-i5.html
"
Intel Core i7-9850H
",15.6 inch Full HD,Intel UHD 630,Laptop Cũ Dell Latitude 5501 - Intel Core i7,Liên Hệ,16GB DDR5,SSD 256GB NVMe,https://laptop88.vn/laptop-cu-dell-latitude-5501-intel-core-i7.html
i5 - 7200U,"13.3"" Full HD",Intel HD 620,Laptop Cũ Dell Latitude 7380 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7380-intel-core-i5.html
i5 - 8250U,12.5 Inch HD,Intel HD 620,Laptop Cũ Dell Latitude 5290 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5290-intel-core-i5.html
,,,Laptop Cũ Lenovo Thinkpad T440p - Intel Core i5,Liên Hệ,,,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t440p-intel-core-i5.html
i7 - 3.1Ghz,13.3'' Retina,Intel Graphics 6100,Macbook Pro 2015 13 inch Retina Cũ - Intel Core i7 3.1GHz,Liên Hệ,16GB LPDDR3,SSD 256GB,https://laptop88.vn/laptop-cu-macbook-pro-retina-13-inch-2015-i7-3.1ghz-ram-16gb-ssd-512gb.html
i5 - 8300H,15.6'' Full HD,Intel UHD 630,Laptop Cũ Dell Precision 5530 - Intel Core i5,Liên Hệ,16GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-precision-5530-intel-core-i5/p6006.html
i7 - 8650U,15.6 Inch FHD,Intel HD 620,Laptop Cũ Dell Latitude 5590 - Intel Core i7,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5590-intel-core-i7.html
i5 - 7200U,15.6 Inch HD,Intel UHD Graphics,Laptop Cũ Lenovo Thinkpad L570 - Intel Core i5,6.490.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-l570-intel-core-i5/p5701.html
i7 - 6600U,13.3'' Full HD,Intel HD 520,Laptop Cũ Dell Latitude 7380 - Intel Core i7,7.390.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7380-intel-core-i7/p5695.html
i5 - 9300H,"15.6"" Full HD",Nvidia GTX 1650,Laptop Cũ Dell Inspiron Gaming G3 3590 - Intel Core i5-9300H | GTX 1650,14.490.000 đ,16GB DDR4,SSD 512GB,https://laptop88.vn/laptop-cu-dell-gaming-g3-3590-intel-core-i5/p5587.html
i7 - 4810MQ,"15.6"" Full HD",AMD W4170M,Laptop Cũ Dell Precision M2800 - Intel Core i7,Liên Hệ,8GB DDR3L,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-m2800-intel-core-i7.html
AMD A10,14 Inch HD,AMD Radeon R6,Laptop Cũ HP Elitebook 745 G3 - AMD A10,Liên Hệ,8GB PC3,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-745-g3-amd-a10/p5345.html
i7 - 6600U,14 Inch 2K,Intel HD 520,Laptop cũ Lenovo Thinkpad Yoga  X1 Gen 1 - Intel Core i7,Liên Hệ,16GB DDR3,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-yoga-x1-gen-1-intel-core-i7/p5294.html
i5 - 5200U,13.3 Inch HD,Intel HD 5500,Laptop Cũ Dell Latitude 3350 - Intel Core i5,Liên Hệ,4GB DDR3L,SSD 120GB,https://laptop88.vn/laptop-cu-dell-latitude-3350-intel-core-i5/p5282.html
i3 - 5005U,13.3 Inch HD,Intel HD 5500,Laptop Cũ Dell Latitude 3340 - Intel Core i3,Liên Hệ,4GB DDR3,SSD 128GB,https://laptop88.vn/laptop-cu-dell-latitude-3350-intel-core-i3/p5259.html
i7 - 5600U,12.5 Inch HD,Intel HD 5500,Laptop Cũ HP Elitebook 820 G2 - Intel Core i7,Liên Hệ,4GB DDR3,SSD 128GB,https://laptop88.vn/laptop-cu-hp-elitebook-820-g2-intel-core-i7/p5246.html
i5 - 6200U,"14"" Full HD",Intel UHD 520,Laptop Cũ Lenovo Thinkpad T460 - Intel Core i5,Liên Hệ,8GB DDR3,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t460-intel-core-i5.html
i5 - 8350U,"12.5"" Full HD",Intel UHD 620,Laptop Cũ Lenovo Thinkpad X280 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x280-intel-core-i5.html
i7 - 2.2GHz,13.3 Inch HD+,Intel HD 6000,Macbook Air Cũ 13 inch 2017 - Intel Core i7 2.2 Ghz,Liên Hệ,8GB Onmain,SSD 128GB,https://laptop88.vn/macbook-air-13-inch-2017-intel-core-i7/p5196.html
i7 - 8650U,"14"" Full HD",Intel HD 620,Laptop Cũ Lenovo Thinkpad T480s - Intel Core i7 ,11.690.000 đ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t480s-intel-core-i7-8650u/p5181.html
i5 - 8250u,13.3'' Full HD,Intel UHD 620,Laptop Cũ Dell Latitude 7390 2 in 1 - Intel Core i5,8.990.000 đ,8GB LPDDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7390-2-in-1-intel-core-i7/p5099.html
i5 2.4Ghz,13 inch Retina,Intel Iris 5100 Graphics,Laptop Cũ Macbook Pro 13 Retina 2013 - Intel Core i5 ,Liên Hệ,16GB DDR4 onmain,SSD 256GB,https://laptop88.vn/laptop-cu-macbook-pro-13-retina-2013-intel-core-i5/p4992.html
i5 - 6200U,"14"" Full HD",Intel HD 520,Laptop Cũ HP Folio Elitebook 1040 G3 - Intel Core i5,6.700.000 đ,16GB Onmain,SSD 240GB,https://laptop88.vn/laptop-cu-hp-elitebook-1040-g3-intel-core-i5.html
i5-6200U,12.5 Inch HD,Intel HD 520,Laptop Cũ Lenovo ThinkPad X260 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x260-intel-core-i5.html
Xeon E3 1505M,"15.6"" Full HD",Quadro M1000,Laptop Workstation Cũ HP Zbook Studio G3 - Intel Xeon E3 1505,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-workstation-cu-hp-zbook-studio-g3-intel-core-i7-xeon-e3-1505.html
i5 - 7200U,"12.5"" Full HD",Intel HD 620,Laptop Cũ Dell Latitude 5285 - Intel Core i5,Liên Hệ,8GB on main,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5285-intel-core-i5.html
i7 - 6600U,12.5 Inch HD,Intel HD 520,Laptop Cũ HP Elitebook 820 G3 - Intel Core i7,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-hp-elitebook-820-g3-intel-core-i7/p4824.html
i7 - 8650U,"14"" Full HD",Intel HD 620,Laptop cũ HP Elitebook 840 G5 - Intel Core i7,9.690.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-840-g5-intel-core-i7.html
i7-7820HQ,14 Inch Full HD,Nvidia GT 930M,Laptop Cũ Dell Latitude E5480 - Intel Core i7,7.190.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-e5480-intel-core-i7/p4675.html
i5 - 2.9Ghz,13.3'' Retina,Intel Iris Pro 550,Macbook Pro Retina 13 inch 2016 - Intel Core i5 2.9GHz,Liên Hệ,16GB Onmain,SSD 500GB,https://laptop88.vn/macbook-pro-retina-13-inch-2016-mlh12-core-i5-2.9ghz-ram-16gb-ssd-512gb-intel-iris-graphics-550-13.3-inch-retina-touchbar/p4613.html
i5 - 7200U,12.5'' Full HD,Intel HD 520,Laptop Cũ Lenovo Thinkpad X270 - Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-x270-intel-core-i5.html
i5-6200U,13.3 Inch HD,Intel HD 520,Laptop Cũ HP Probook 430 G3 - Intel Core i5,Liên Hệ,4GB DDR3,SSD 128GB,https://laptop88.vn/laptop-cu-hp-probook-430-g3-intel-core-i5/p4460.html
i5 - 7200U,15.6 Inch HD,Intel HD 620,Laptop Cũ Dell Latitude 3580 - Intel Core i5,Liên Hệ,8GB ,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-3580-intel-core-i5.html
i7 - 8750H,"15.6"" Full HD",GTX 1060,Laptop Gaming Cũ Dell Inspiron G7 7588 - Intel Core i7,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-gaming-cu-dell-inspiron-g7-7588-intel-core-i7/p4316.html
i7 - 8650U,"14"" Full HD",Intel UD 620,Laptop Cũ Lenovo Thinkpad T480 - Intel Core i7,Liên Hệ,8GB DDR4,SSD 256GB,https://laptop88.vn/moi-99-laptop-lenovo-thinkpad-t480-intel-core-i7/p4297.html
i5 - 8300H,15.6'' Full HD,Nvidia GTX 1050,Laptop Gaming Cũ Dell Inspiron G3 3579 - Intel Core i5,12.390.000 đ,8GB DDR4,SSD 256GB,https://laptop88.vn/laptop-gaming-cu-dell-g3-3579-intel-core-i5.html
i5 - 5200U,"15.6"" Full HD",Intel HD 5500,Laptop Cũ HP Elitebook 850 G2 - Intel Core i5,Liên Hệ,4GB DDR3L,SSD 120GB,https://laptop88.vn/laptop-cu-hp-elitebook-850-g2-intel-core-i5/p4214.html
i5 - 6200U,14'' Full HD,Intel HD 520,Laptop Cũ Lenovo Thinkpad T460s Intel Core i5,Liên Hệ,8GB DDR4,SSD 240GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-t460s-intel-core-i5.html
i7 - 6600u,12.5'' Full HD,Intel HD 520,Laptop Cũ Dell Latitude E7280 i7 6600U ,6.390.000 đ,8GB ,SSD 256GB,https://laptop88.vn/laptop-latitude-e7280-core-i7-6600u-ram/p4189.html
 i5 - 6200U,15.6 Inch HD,Intel HD 520,Laptop Cũ Dell Latitude E3570 - Intel Core i5,Liên Hệ,8GB DDR3,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e3570-intel-core-i5.html
i5 - 5200U,14 Inch HD,Intel HD 5500,Laptop cũ HP Elitebook 840 G2 - Intel Core i5,Liên Hệ,4GB PC3L,SSD 120GB,https://laptop88.vn/laptop-hp-elitebook-840-g2-hang-nhap-khau-like-new.html
